Identificacion;Sucursal;Ciudad;Tipo de cliente;Genero;Categoria;Precio unitario;Cantidad;Impuesto 5%;Total;Fecha;Hora;Metodo de pago;cogs;Porcentaje de margen bruto;Ingresos brutos;Clasificacion
363-34-8711;B;Naypyitaw;Miembro;Femenino;Deportes y viajes;28.31;3;4.25;89.18;07/02/2019;13:26;Tarjeta de crédito;84.93;4.77;4.25;6.2
857-52-0681;C;Naypyitaw;Miembro;Femenino;Salud y belleza;66.35;5;16.59;348.34;06/03/2019;11:33;Billetera electrónica;331.75;4.76;16.59;5.4
148-54-7052;C;Yangon;Miembro;Masculino;Deportes y viajes;67.09;7;23.48;493.11;13/02/2019;11:15;Tarjeta de crédito;469.63;4.76;23.48;5.6
156-38-2868;A;Yangon;Miembro;Masculino;Deportes y viajes;24.31;10;12.16;255.26;02/03/2019;16:38;Billetera electrónica;243.1;4.76;12.16;6.6
432-30-0801;C;Yangon;Normal;Masculino;Deportes y viajes;21.98;10;10.99;230.79;08/01/2019;11:56;Dinero en efectivo;219.8;4.76;10.99;5.2
618-63-6005;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;72.13;10;36.06;757.36;27/01/2019;11:36;Billetera electrónica;721.3;4.76;36.06;5.9
083-44-1773;B;Yangon;Normal;Masculino;Accesorios de moda;54.92;8;21.97;461.33;25/01/2019;17:55;Tarjeta de crédito;439.36;4.76;21.97;5.1
434-27-5350;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;25.45;7;8.91;187.06;25/01/2019;15:59;Dinero en efectivo;178.15;4.76;8.91;9.6
361-34-6062;C;Mandalay;Normal;Femenino;Accesorios de moda;66.68;4;13.34;280.06;14/03/2019;19:14;Tarjeta de crédito;266.72;4.76;13.34;5.5
743-24-8865;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;10.99;9;4.95;103.86;07/02/2019;18:17;Billetera electrónica;98.91;4.77;4.95;5.7
652-88-3235;B;Mandalay;Normal;Masculino;Comida y bebidas;90.74;9;40.83;857.49;18/02/2019;18:23;Billetera electrónica;816.66;4.76;40.83;5.7
562-28-5564;B;Yangon;Miembro;Masculino;Comida y bebidas;83.08;7;29.08;610.64;23/02/2019;18:14;Tarjeta de crédito;581.56;4.76;29.08;9.8
311-01-4644;B;Naypyitaw;Miembro;Femenino;Comida y bebidas;66.65;1;3.33;69.98;16/03/2019;18:58;Dinero en efectivo;66.65;4.76;3.33;5.9
543-17-1316;A;Mandalay;Miembro;Masculino;Deportes y viajes;40.3;4;8.06;169.26;21/01/2019;18:00;Tarjeta de crédito;161.2;4.76;8.06;7.0
260-20-6100;B;Mandalay;Normal;Masculino;Accesorios electrónicos;65.94;8;26.38;553.9;26/02/2019;13:48;Tarjeta de crédito;527.52;4.76;26.38;8.5
037-01-1366;B;Naypyitaw;Normal;Femenino;Accesorios electrónicos;53.65;10;26.83;563.33;14/01/2019;15:19;Dinero en efectivo;536.5;4.76;26.83;5.4
800-10-6220;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;73.28;5;18.32;384.72;17/03/2019;11:51;Tarjeta de crédito;366.4;4.76;18.32;4.2
023-54-2480;C;Yangon;Normal;Masculino;Comida y bebidas;23.07;3;3.46;72.67;06/02/2019;12:16;Billetera electrónica;69.21;4.76;3.46;5.2
872-37-6754;C;Yangon;Miembro;Masculino;Comida y bebidas;62.87;2;6.29;132.03;13/02/2019;13:34;Billetera electrónica;125.74;4.76;6.29;8.6
726-64-8222;B;Yangon;Miembro;Femenino;Accesorios electrónicos;62.0;5;15.5;325.5;26/01/2019;13:57;Billetera electrónica;310.0;4.76;15.5;5.9
434-44-0368;B;Mandalay;Normal;Femenino;Accesorios de moda;35.68;8;14.27;299.71;11/02/2019;20:07;Billetera electrónica;285.44;4.76;14.27;7.6
214-28-6710;A;Mandalay;Normal;Femenino;Hogar y estilo de vida;23.34;3;3.5;73.52;14/03/2019;12:22;Billetera electrónica;70.02;4.76;3.5;7.4
208-13-6577;B;Naypyitaw;Normal;Femenino;Accesorios electrónicos;60.87;4;12.17;255.65;09/02/2019;15:10;Tarjeta de crédito;243.48;4.76;12.17;9.3
875-58-2016;B;Yangon;Normal;Masculino;Comida y bebidas;23.07;1;1.15;24.22;11/03/2019;13:29;Billetera electrónica;23.07;4.75;1.15;6.4
172-21-8304;A;Naypyitaw;Miembro;Femenino;Comida y bebidas;27.93;5;6.98;146.63;23/02/2019;10:23;Tarjeta de crédito;139.65;4.76;6.98;7.9
424-62-2327;A;Naypyitaw;Normal;Femenino;Accesorios de moda;72.17;7;25.26;530.45;24/01/2019;14:30;Billetera electrónica;505.19;4.76;25.26;5.8
368-07-0251;B;Naypyitaw;Normal;Masculino;Comida y bebidas;26.31;3;3.95;82.88;05/03/2019;10:17;Billetera electrónica;78.93;4.77;3.95;7.9
838-11-8413;B;Yangon;Miembro;Femenino;Accesorios electrónicos;99.82;2;9.98;209.62;09/01/2019;19:11;Dinero en efectivo;199.64;4.76;9.98;9.0
506-32-7703;C;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;19.25;5;4.81;101.06;04/02/2019;13:18;Tarjeta de crédito;96.25;4.76;4.81;6.6
111-11-3805;B;Naypyitaw;Normal;Femenino;Comida y bebidas;49.49;9;22.27;467.68;21/02/2019;16:23;Tarjeta de crédito;445.41;4.76;22.27;4.4
033-54-4867;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;56.04;5;14.01;294.21;16/02/2019;17:38;Tarjeta de crédito;280.2;4.76;14.01;9.6
870-53-0807;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;23.48;10;11.74;246.54;07/03/2019;17:36;Billetera electrónica;234.8;4.76;11.74;6.3
884-40-3614;C;Yangon;Normal;Femenino;Deportes y viajes;77.02;3;11.55;242.61;24/01/2019;19:24;Billetera electrónica;231.06;4.76;11.55;8.9
118-82-2750;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;37.48;4;7.5;157.42;07/01/2019;11:29;Tarjeta de crédito;149.92;4.76;7.5;4.8
346-26-3870;C;Yangon;Normal;Femenino;Accesorios electrónicos;73.38;4;14.68;308.2;25/03/2019;11:26;Tarjeta de crédito;293.52;4.76;14.68;8.0
125-77-0883;A;Yangon;Normal;Femenino;Comida y bebidas;46.42;3;6.96;146.22;28/03/2019;15:47;Tarjeta de crédito;139.26;4.76;6.96;5.6
518-42-4144;B;Mandalay;Normal;Masculino;Salud y belleza;13.98;7;4.89;102.75;16/02/2019;13:18;Billetera electrónica;97.86;4.76;4.89;5.1
546-34-8605;A;Naypyitaw;Normal;Femenino;Accesorios de moda;21.8;3;3.27;68.67;15/01/2019;16:43;Tarjeta de crédito;65.4;4.76;3.27;9.9
625-82-1264;C;Yangon;Normal;Masculino;Accesorios de moda;83.06;9;37.38;784.92;11/03/2019;19:28;Dinero en efectivo;747.54;4.76;37.38;5.2
852-28-1735;B;Naypyitaw;Normal;Femenino;Accesorios de moda;80.05;4;16.01;336.21;21/01/2019;17:34;Billetera electrónica;320.2;4.76;16.01;6.7
757-27-1036;B;Mandalay;Normal;Femenino;Salud y belleza;78.13;8;31.25;656.29;18/03/2019;17:38;Tarjeta de crédito;625.04;4.76;31.25;7.4
206-71-6046;A;Yangon;Normal;Femenino;Comida y bebidas;40.05;1;2.0;42.05;26/02/2019;16:42;Tarjeta de crédito;40.05;4.76;2.0;7.7
548-13-8716;B;Naypyitaw;Normal;Masculino;Deportes y viajes;55.5;9;24.98;524.48;21/01/2019;10:33;Billetera electrónica;499.5;4.76;24.98;7.2
216-27-1064;B;Mandalay;Miembro;Femenino;Salud y belleza;76.52;5;19.13;401.73;17/03/2019;13:37;Dinero en efectivo;382.6;4.76;19.13;9.9
654-81-4142;B;Yangon;Normal;Masculino;Hogar y estilo de vida;51.91;8;20.76;436.04;31/01/2019;15:27;Dinero en efectivo;415.28;4.76;20.76;5.6
546-68-6234;C;Naypyitaw;Normal;Masculino;Comida y bebidas;83.77;7;29.32;615.71;08/03/2019;16:43;Billetera electrónica;586.39;4.76;29.32;4.5
753-37-2132;B;Yangon;Normal;Masculino;Accesorios electrónicos;85.6;4;17.12;359.52;28/01/2019;12:01;Tarjeta de crédito;342.4;4.76;17.12;6.4
883-31-5117;B;Naypyitaw;Miembro;Masculino;Salud y belleza;83.25;6;24.98;524.48;30/03/2019;12:07;Billetera electrónica;499.5;4.76;24.98;9.3
547-50-8866;C;Mandalay;Normal;Masculino;Hogar y estilo de vida;12.12;1;0.61;12.73;23/01/2019;15:10;Tarjeta de crédito;12.12;4.79;0.61;8.4
387-52-6873;C;Yangon;Miembro;Masculino;Accesorios de moda;46.57;8;18.63;391.19;26/03/2019;20:24;Billetera electrónica;372.56;4.76;18.63;8.6
774-24-0608;A;Yangon;Normal;Masculino;Hogar y estilo de vida;95.95;2;9.6;201.5;26/01/2019;12:40;Dinero en efectivo;191.9;4.76;9.6;5.0
755-70-0368;A;Mandalay;Normal;Femenino;Salud y belleza;53.44;2;5.34;112.22;13/02/2019;12:52;Dinero en efectivo;106.88;4.76;5.34;7.1
725-74-6487;B;Yangon;Miembro;Masculino;Accesorios electrónicos;85.91;5;21.48;451.03;02/02/2019;16:19;Tarjeta de crédito;429.55;4.76;21.48;5.5
101-85-6251;C;Yangon;Miembro;Masculino;Comida y bebidas;96.58;5;24.14;507.04;12/03/2019;13:06;Dinero en efectivo;482.9;4.76;24.14;5.6
136-14-0533;A;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;52.89;1;2.64;55.53;08/03/2019;19:16;Tarjeta de crédito;52.89;4.75;2.64;9.7
526-74-5374;A;Yangon;Normal;Femenino;Accesorios electrónicos;52.42;10;26.21;550.41;28/01/2019;17:24;Dinero en efectivo;524.2;4.76;26.21;7.0
475-23-5822;A;Naypyitaw;Normal;Masculino;Accesorios de moda;88.31;10;44.16;927.26;12/01/2019;19:06;Dinero en efectivo;883.1;4.76;44.16;7.0
373-72-0723;A;Naypyitaw;Miembro;Femenino;Deportes y viajes;74.58;2;7.46;156.62;19/03/2019;13:30;Billetera electrónica;149.16;4.76;7.46;8.7
755-88-0580;C;Mandalay;Normal;Masculino;Salud y belleza;30.41;6;9.12;191.58;03/03/2019;10:25;Dinero en efectivo;182.46;4.76;9.12;5.1
714-87-5184;C;Mandalay;Normal;Masculino;Accesorios electrónicos;74.22;8;29.69;623.45;25/03/2019;13:58;Dinero en efectivo;593.76;4.76;29.69;4.0
061-07-0348;A;Yangon;Normal;Masculino;Comida y bebidas;50.45;3;7.57;158.92;16/03/2019;19:57;Dinero en efectivo;151.35;4.76;7.57;4.7
867-02-0474;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;30.61;10;15.31;321.41;19/02/2019;10:57;Tarjeta de crédito;306.1;4.76;15.31;6.6
370-77-1232;C;Naypyitaw;Normal;Masculino;Comida y bebidas;33.63;5;8.41;176.56;03/02/2019;18:03;Dinero en efectivo;168.15;4.76;8.41;5.9
781-85-3020;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;81.37;3;12.21;256.32;27/02/2019;18:08;Billetera electrónica;244.11;4.76;12.21;5.8
660-63-5637;B;Yangon;Miembro;Femenino;Deportes y viajes;97.5;1;4.88;102.38;18/01/2019;14:35;Dinero en efectivo;97.5;4.77;4.88;8.0
180-23-0884;C;Mandalay;Miembro;Masculino;Salud y belleza;87.9;3;13.19;276.89;20/01/2019;10:17;Tarjeta de crédito;263.7;4.76;13.19;5.8
814-25-2247;A;Mandalay;Normal;Masculino;Deportes y viajes;99.3;7;34.76;729.86;14/02/2019;11:27;Dinero en efectivo;695.1;4.76;34.76;6.6
815-56-0760;C;Yangon;Normal;Femenino;Salud y belleza;64.97;6;19.49;409.31;14/01/2019;16:18;Dinero en efectivo;389.82;4.76;19.49;5.9
638-03-6736;B;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;48.71;5;12.18;255.73;05/03/2019;18:15;Tarjeta de crédito;243.55;4.76;12.18;8.7
311-01-3357;A;Naypyitaw;Normal;Femenino;Comida y bebidas;24.74;4;4.95;103.91;26/01/2019;19:01;Dinero en efectivo;98.96;4.76;4.95;7.4
483-13-1603;A;Mandalay;Normal;Masculino;Comida y bebidas;75.37;7;26.38;553.97;20/01/2019;14:04;Billetera electrónica;527.59;4.76;26.38;6.9
437-44-8050;A;Mandalay;Normal;Masculino;Comida y bebidas;16.16;10;8.08;169.68;03/01/2019;11:16;Billetera electrónica;161.6;4.76;8.08;9.8
134-88-2628;A;Yangon;Normal;Femenino;Comida y bebidas;81.71;5;20.43;428.98;16/01/2019;17:36;Billetera electrónica;408.55;4.76;20.43;4.2
138-63-6040;B;Naypyitaw;Miembro;Femenino;Deportes y viajes;52.89;7;18.51;388.74;17/03/2019;19:25;Tarjeta de crédito;370.23;4.76;18.51;7.5
720-84-4160;B;Mandalay;Normal;Masculino;Accesorios de moda;93.12;10;46.56;977.76;12/03/2019;12:34;Dinero en efectivo;931.2;4.76;46.56;9.8
837-54-2383;B;Mandalay;Miembro;Femenino;Salud y belleza;62.48;7;21.87;459.23;25/01/2019;20:46;Billetera electrónica;437.36;4.76;21.87;4.3
745-64-8361;A;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;31.73;6;9.52;199.9;05/02/2019;11:27;Dinero en efectivo;190.38;4.76;9.52;6.3
470-02-3000;C;Yangon;Miembro;Masculino;Accesorios de moda;24.18;1;1.21;25.39;29/03/2019;10:31;Billetera electrónica;24.18;4.77;1.21;6.7
501-56-4484;C;Yangon;Normal;Femenino;Salud y belleza;94.13;1;4.71;98.84;27/01/2019;10:10;Billetera electrónica;94.13;4.77;4.71;7.0
118-37-5221;A;Mandalay;Miembro;Masculino;Deportes y viajes;21.12;3;3.17;66.53;06/03/2019;19:58;Dinero en efectivo;63.36;4.76;3.17;9.0
676-57-0004;B;Naypyitaw;Normal;Masculino;Comida y bebidas;79.54;2;7.95;167.03;25/01/2019;17:24;Dinero en efectivo;159.08;4.76;7.95;7.2
138-60-5086;A;Yangon;Normal;Masculino;Accesorios de moda;33.21;8;13.28;278.96;02/02/2019;13:42;Dinero en efectivo;265.68;4.76;13.28;4.3
884-20-3875;C;Mandalay;Normal;Masculino;Comida y bebidas;82.33;8;32.93;691.57;29/01/2019;12:40;Billetera electrónica;658.64;4.76;32.93;7.5
136-18-6178;B;Yangon;Normal;Femenino;Deportes y viajes;48.63;8;19.45;408.49;05/01/2019;15:29;Billetera electrónica;389.04;4.76;19.45;4.7
286-43-5284;B;Yangon;Normal;Femenino;Salud y belleza;73.47;7;25.71;540.0;05/03/2019;15:10;Dinero en efectivo;514.29;4.76;25.71;5.9
053-58-2045;B;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;50.23;10;25.12;527.42;25/03/2019;10:17;Tarjeta de crédito;502.3;4.76;25.12;7.1
714-82-4147;B;Mandalay;Normal;Femenino;Salud y belleza;46.42;1;2.32;48.74;25/03/2019;12:58;Tarjeta de crédito;46.42;4.76;2.32;9.4
501-51-5556;B;Mandalay;Miembro;Femenino;Accesorios de moda;99.7;10;49.85;1046.85;19/01/2019;11:25;Dinero en efectivo;997.0;4.76;49.85;6.0
328-14-0362;B;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;46.77;5;11.69;245.54;03/02/2019;18:55;Tarjeta de crédito;233.85;4.76;11.69;4.3
813-47-6016;C;Naypyitaw;Miembro;Masculino;Comida y bebidas;38.6;9;17.37;364.77;27/01/2019;18:56;Billetera electrónica;347.4;4.76;17.37;6.3
481-84-8588;C;Yangon;Normal;Femenino;Accesorios electrónicos;63.88;4;12.78;268.3;03/01/2019;16:19;Dinero en efectivo;255.52;4.76;12.78;5.5
417-28-0621;C;Yangon;Normal;Masculino;Comida y bebidas;21.32;5;5.33;111.93;17/01/2019;19:17;Tarjeta de crédito;106.6;4.76;5.33;5.5
854-34-6316;A;Yangon;Miembro;Femenino;Accesorios electrónicos;93.39;6;28.02;588.36;14/03/2019;17:36;Dinero en efectivo;560.34;4.76;28.02;8.4
471-43-1823;C;Mandalay;Normal;Masculino;Accesorios electrónicos;77.4;4;15.48;325.08;05/03/2019;20:57;Dinero en efectivo;309.6;4.76;15.48;4.5
528-52-6312;A;Naypyitaw;Normal;Masculino;Comida y bebidas;73.95;7;25.88;543.53;10/01/2019;19:26;Billetera electrónica;517.65;4.76;25.88;5.4
328-60-3770;C;Mandalay;Normal;Femenino;Comida y bebidas;63.61;3;9.54;200.37;24/02/2019;10:37;Dinero en efectivo;190.83;4.76;9.54;6.4
418-81-1143;C;Yangon;Normal;Femenino;Deportes y viajes;12.05;1;0.6;12.65;15/02/2019;12:43;Dinero en efectivo;12.05;4.74;0.6;7.2
171-76-8718;C;Naypyitaw;Normal;Masculino;Salud y belleza;12.09;1;0.6;12.69;23/01/2019;12:17;Tarjeta de crédito;12.09;4.73;0.6;5.2
675-88-8588;A;Yangon;Normal;Masculino;Hogar y estilo de vida;41.5;5;10.38;217.88;16/02/2019;19:39;Tarjeta de crédito;207.5;4.76;10.38;7.0
668-81-6154;C;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;40.3;4;8.06;169.26;13/01/2019;18:22;Billetera electrónica;161.2;4.76;8.06;8.7
866-72-8751;C;Yangon;Miembro;Femenino;Accesorios electrónicos;84.25;10;42.12;884.62;26/01/2019;16:43;Dinero en efectivo;842.5;4.76;42.12;7.2
671-47-3534;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;17.94;6;5.38;113.02;19/03/2019;19:39;Dinero en efectivo;107.64;4.76;5.38;7.7
735-43-1648;A;Yangon;Miembro;Femenino;Deportes y viajes;33.26;10;16.63;349.23;15/02/2019;15:25;Tarjeta de crédito;332.6;4.76;16.63;7.3
105-55-0613;A;Naypyitaw;Normal;Masculino;Salud y belleza;44.22;3;6.63;139.29;13/03/2019;18:53;Billetera electrónica;132.66;4.76;6.63;7.7
856-87-8363;A;Yangon;Normal;Femenino;Hogar y estilo de vida;83.35;2;8.33;175.03;01/03/2019;17:59;Billetera electrónica;166.7;4.76;8.33;8.6
154-70-6720;B;Yangon;Miembro;Femenino;Comida y bebidas;54.27;1;2.71;56.98;26/01/2019;13:30;Billetera electrónica;54.27;4.76;2.71;7.6
877-21-8170;B;Yangon;Normal;Femenino;Accesorios electrónicos;67.45;5;16.86;354.11;02/03/2019;19:26;Billetera electrónica;337.25;4.76;16.86;8.0
630-83-5633;C;Mandalay;Normal;Masculino;Hogar y estilo de vida;26.43;6;7.93;166.51;25/02/2019;18:33;Billetera electrónica;158.58;4.76;7.93;7.7
838-26-7804;A;Yangon;Normal;Masculino;Deportes y viajes;90.53;4;18.11;380.23;06/03/2019;14:04;Dinero en efectivo;362.12;4.76;18.11;4.0
140-85-7862;C;Yangon;Normal;Masculino;Accesorios electrónicos;48.52;3;7.28;152.84;10/03/2019;10:29;Billetera electrónica;145.56;4.76;7.28;6.0
040-64-0365;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;22.24;9;10.01;210.17;15/02/2019;18:04;Dinero en efectivo;200.16;4.76;10.01;6.6
542-66-0438;C;Yangon;Normal;Masculino;Deportes y viajes;99.78;5;24.94;523.84;07/01/2019;10:36;Tarjeta de crédito;498.9;4.76;24.94;4.9
680-28-4608;A;Yangon;Normal;Femenino;Salud y belleza;68.71;1;3.44;72.15;23/01/2019;12:51;Billetera electrónica;68.71;4.77;3.44;6.8
270-44-8873;A;Mandalay;Miembro;Masculino;Deportes y viajes;58.24;5;14.56;305.76;09/02/2019;13:14;Billetera electrónica;291.2;4.76;14.56;4.9
470-52-8852;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;81.2;8;32.48;682.08;13/01/2019;11:58;Tarjeta de crédito;649.6;4.76;32.48;9.6
876-55-7074;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;17.97;10;8.98;188.68;27/02/2019;11:52;Dinero en efectivo;179.7;4.76;8.98;8.7
455-47-3737;B;Naypyitaw;Normal;Femenino;Salud y belleza;50.49;8;20.2;424.12;10/01/2019;18:05;Dinero en efectivo;403.92;4.76;20.2;5.8
487-61-6018;B;Mandalay;Miembro;Masculino;Deportes y viajes;77.2;4;15.44;324.24;17/01/2019;14:55;Dinero en efectivo;308.8;4.76;15.44;5.6
677-40-1762;B;Mandalay;Miembro;Femenino;Comida y bebidas;70.99;6;21.3;447.24;08/03/2019;12:55;Tarjeta de crédito;425.94;4.76;21.3;4.4
474-77-6547;A;Naypyitaw;Normal;Femenino;Accesorios de moda;76.9;1;3.85;80.75;21/01/2019;11:46;Tarjeta de crédito;76.9;4.77;3.85;9.8
556-77-4871;B;Naypyitaw;Normal;Femenino;Deportes y viajes;67.1;5;16.78;352.28;10/01/2019;18:59;Billetera electrónica;335.5;4.76;16.78;8.5
272-18-8753;B;Mandalay;Miembro;Femenino;Salud y belleza;26.26;2;2.63;55.15;28/03/2019;13:24;Tarjeta de crédito;52.52;4.77;2.63;7.3
865-11-6377;A;Naypyitaw;Normal;Masculino;Comida y bebidas;81.23;4;16.25;341.17;30/03/2019;17:36;Billetera electrónica;324.92;4.76;16.25;6.6
403-11-3232;C;Mandalay;Normal;Masculino;Accesorios electrónicos;75.82;8;30.33;636.89;12/03/2019;16:30;Billetera electrónica;606.56;4.76;30.33;4.6
603-48-7713;A;Mandalay;Miembro;Femenino;Accesorios de moda;47.63;10;23.82;500.12;13/02/2019;15:06;Billetera electrónica;476.3;4.76;23.82;8.7
661-54-0782;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;82.34;1;4.12;86.46;09/02/2019;16:03;Tarjeta de crédito;82.34;4.77;4.12;5.9
107-33-3678;C;Yangon;Miembro;Masculino;Deportes y viajes;97.61;9;43.92;922.41;12/03/2019;18:24;Dinero en efectivo;878.49;4.76;43.92;8.5
768-74-7767;B;Naypyitaw;Miembro;Femenino;Comida y bebidas;91.54;10;45.77;961.17;15/02/2019;13:05;Billetera electrónica;915.4;4.76;45.77;5.0
783-60-5804;A;Yangon;Miembro;Masculino;Deportes y viajes;39.91;8;15.96;335.24;25/02/2019;12:47;Dinero en efectivo;319.28;4.76;15.96;4.8
663-88-1344;C;Yangon;Miembro;Femenino;Accesorios electrónicos;14.96;4;2.99;62.83;07/02/2019;11:32;Billetera electrónica;59.84;4.76;2.99;6.1
184-42-7477;C;Yangon;Miembro;Femenino;Deportes y viajes;72.78;4;14.56;305.68;02/02/2019;12:16;Dinero en efectivo;291.12;4.76;14.56;4.2
600-41-5543;B;Naypyitaw;Normal;Femenino;Salud y belleza;53.65;6;16.1;338.0;19/03/2019;20:31;Tarjeta de crédito;321.9;4.76;16.1;5.6
826-61-2170;B;Yangon;Normal;Masculino;Accesorios electrónicos;77.68;6;23.3;489.38;11/03/2019;20:03;Billetera electrónica;466.08;4.76;23.3;5.1
458-86-0878;A;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;12.19;5;3.05;64.0;12/03/2019;15:48;Tarjeta de crédito;60.95;4.77;3.05;5.5
075-07-8440;A;Yangon;Miembro;Femenino;Comida y bebidas;46.53;9;20.94;439.71;26/03/2019;19:38;Billetera electrónica;418.77;4.76;20.94;6.0
744-44-7046;B;Yangon;Miembro;Femenino;Salud y belleza;80.36;5;20.09;421.89;10/03/2019;13:42;Dinero en efectivo;401.8;4.76;20.09;7.6
426-47-0454;B;Mandalay;Normal;Masculino;Accesorios de moda;39.39;1;1.97;41.36;12/02/2019;10:10;Tarjeta de crédito;39.39;4.76;1.97;8.0
138-35-4143;C;Mandalay;Normal;Femenino;Deportes y viajes;28.31;1;1.42;29.73;22/01/2019;14:41;Tarjeta de crédito;28.31;4.78;1.42;8.1
704-74-3235;C;Mandalay;Miembro;Masculino;Deportes y viajes;78.38;2;7.84;164.6;17/01/2019;15:10;Billetera electrónica;156.76;4.76;7.84;6.6
510-20-7434;C;Yangon;Normal;Femenino;Deportes y viajes;60.96;9;27.43;576.07;14/03/2019;14:28;Tarjeta de crédito;548.64;4.76;27.43;6.0
434-05-7570;C;Naypyitaw;Normal;Femenino;Accesorios de moda;91.3;6;27.39;575.19;04/03/2019;11:15;Dinero en efectivo;547.8;4.76;27.39;8.7
487-30-1584;A;Yangon;Normal;Femenino;Comida y bebidas;99.79;3;14.97;314.34;26/01/2019;11:40;Tarjeta de crédito;299.37;4.76;14.97;8.6
157-16-3638;C;Yangon;Miembro;Masculino;Salud y belleza;17.77;7;6.22;130.61;02/02/2019;12:12;Dinero en efectivo;124.39;4.76;6.22;7.4
305-74-2802;C;Yangon;Miembro;Femenino;Comida y bebidas;12.03;10;6.02;126.32;16/03/2019;14:08;Billetera electrónica;120.3;4.77;6.02;8.4
401-31-7656;B;Naypyitaw;Normal;Masculino;Deportes y viajes;43.25;9;19.46;408.71;19/03/2019;12:35;Dinero en efectivo;389.25;4.76;19.46;5.0
457-00-0881;B;Yangon;Miembro;Femenino;Accesorios de moda;47.27;5;11.82;248.17;06/01/2019;10:36;Dinero en efectivo;236.35;4.76;11.82;6.0
627-30-4322;C;Mandalay;Miembro;Femenino;Deportes y viajes;99.69;4;19.94;418.7;02/03/2019;11:19;Dinero en efectivo;398.76;4.76;19.94;4.8
745-60-8688;B;Naypyitaw;Miembro;Femenino;Salud y belleza;78.07;2;7.81;163.95;02/03/2019;18:55;Dinero en efectivo;156.14;4.76;7.81;9.6
047-63-1557;A;Yangon;Normal;Femenino;Comida y bebidas;62.0;2;6.2;130.2;02/02/2019;15:42;Dinero en efectivo;124.0;4.76;6.2;7.7
515-61-8181;A;Yangon;Normal;Femenino;Comida y bebidas;80.97;4;16.19;340.07;22/02/2019;10:52;Billetera electrónica;323.88;4.76;16.19;7.8
811-04-1142;B;Yangon;Normal;Femenino;Deportes y viajes;81.23;2;8.12;170.58;09/03/2019;13:24;Billetera electrónica;162.46;4.76;8.12;8.7
467-46-4488;A;Mandalay;Miembro;Femenino;Comida y bebidas;96.37;4;19.27;404.75;17/01/2019;19:01;Dinero en efectivo;385.48;4.76;19.27;7.1
236-40-5276;C;Mandalay;Normal;Femenino;Hogar y estilo de vida;83.77;8;33.51;703.67;15/01/2019;18:59;Billetera electrónica;670.16;4.76;33.51;4.3
030-23-5582;C;Naypyitaw;Normal;Masculino;Comida y bebidas;87.1;7;30.48;640.18;15/02/2019;19:58;Dinero en efectivo;609.7;4.76;30.48;7.7
113-88-8278;C;Mandalay;Normal;Femenino;Salud y belleza;54.27;3;8.14;170.95;19/01/2019;15:06;Tarjeta de crédito;162.81;4.76;8.14;8.1
756-71-0233;B;Yangon;Miembro;Femenino;Comida y bebidas;10.16;1;0.51;10.67;19/01/2019;13:05;Tarjeta de crédito;10.16;4.78;0.51;8.7
705-02-0221;B;Mandalay;Miembro;Femenino;Accesorios de moda;93.14;4;18.63;391.19;27/03/2019;19:11;Billetera electrónica;372.56;4.76;18.63;4.3
320-08-5761;C;Naypyitaw;Miembro;Masculino;Salud y belleza;81.23;8;32.49;682.33;22/01/2019;19:48;Dinero en efectivo;649.84;4.76;32.49;4.2
614-00-8122;C;Yangon;Normal;Masculino;Accesorios electrónicos;81.71;9;36.77;772.16;09/02/2019;15:23;Billetera electrónica;735.39;4.76;36.77;9.6
175-76-0753;B;Mandalay;Normal;Masculino;Accesorios electrónicos;29.67;8;11.87;249.23;03/01/2019;19:09;Billetera electrónica;237.36;4.76;11.87;5.0
001-31-5756;A;Mandalay;Normal;Femenino;Accesorios electrónicos;17.75;8;7.1;149.1;07/02/2019;15:28;Tarjeta de crédito;142.0;4.76;7.1;8.9
017-56-0806;C;Mandalay;Miembro;Femenino;Hogar y estilo de vida;17.41;10;8.7;182.8;27/02/2019;19:55;Tarjeta de crédito;174.1;4.76;8.7;8.9
